year,review
2016,Challenging and entertaining every time I open it. Definitely better than the other applications I've been wasting my time with.
2016,fun and educational.
2016,Good for reacquainting yourself with old material and just plain problem solving.
2016,"So far I have really enjoyed this app. Informative and useful, and the design is great."
2016,"Overall awesome app, sometimes it's hard to maneuver the app though"
2016,"This app has been helping me make up for all the math I have ever missed or been taught at low standards. It is both recreational and challenging and it helps me to hone a competitive edge at combinatorial and discrete skills that I am weak in. I recommend this to math students, math enthusiasts, and anyone remotely curious who wants to learn and use some really good stuff. 

The only thing I can say is to the one star reviewers: have the humility to check the solution that somebody took the time to write if you get a problem wrong. This app was designed by professionals who may have made a mistake here and there because people are fallible; but that is why there is a feature to report this."
2017,I really like solving its puzzles everyday!
2017,Worth a few minutes of your time every week.
2017,Love it ;)
2017,Very intuitive process of learning. Would recommend.
2017,Personally I like the app. It has me use my brain but doesn't give too many questions at once so I don't get overwhelmed.
2017,Crowd based problem solving is enjoyable to sort through and see the multiple ways to a solution.
2017,Good
2017,"Super enjoyable to use. Definitely missing some content on important topics and the course selection isn't complete yet, but it looks like this should get filled out relatively soon. If they follow the same format, the content should be quite good."
2017,Very cool and accessible
2017,Great quiz question!  Thank you!
2017,This is a great way to expand your knowledge on many important topics
2017,"Its Incredible to come up with an app that helps the memory, not only that but with visual pictures. Helps so much!!! The information is also so simple to understand. Thank you!"
2017,Really nice!
2017,Great app
2017,Is good
2017,Wonderful app to make you think and teaches you strategies.
2017,Could do all these fifty years ago. Want to do them again!
2017,I'm a teacher and I love this. I tell all my students to use it.
2017,... but so far is challenging and interesting.
2017,Just started and I'm really enjoying the stimulation it provides :)
2017,If you’re interested in how to figure things out you’ll enjoy this app.
2017,Makes you think
2017,"If you are looking to challenge your mind, brush up on topics you haven’t thought about in a while, or learn something new check Brilliant out.  It’s great brain food!"
2017,Really great app with good content.
2017,I open this app a few times a day to work on some problems.
2017,Variety of topics to pick from. Problems are arranged in order of approximate difficulty which keeps me engaged.
2017,Actually helped me get excited about learning and growing
2017,This app is as good as the instrumental named pizza!! 👍🏼👍🏼👍🏼👍🏼
2017,Good exercise for the brain
2017,"I’m loving it! It explains it easily, I’m excited in applying what I learn. Thank you so much!"
2017,"I love doing the challenges. They keep me sharp constantly. I like the discussion sections where everyone explains how it is done too. 

At first I used to answer too quickly and get them wrong. Now I take my time to think them all the way through. And I like that extra push of the brain that I go through."
2017,It's taking up all of my time.
2017,Clearly a thoughtful and fun app for those who love consistent improvement of their cognitive skills. Really well designed and the challenges are pretty fun.
2017,"Such fun. Not too easy, not too hard. The problems aren’t obvious – – not to me anyway. The solutions are pleasant. Nice community, an all-around pleasure"
2017,Amazing stimulation to the mind !!!
2017,Guess I was way off
2017,The app really makes you think and keeps your mind sharp.
2017,"I really like the contents, they are very interesting. Also the idea of having weekly problem or challenges is great, making the experience great. High recommend!"
2017,Good problems
2017,Throughly enjoy the question by question format. If I could change anything it would be to make the educational material written in a more user friendly manner instead of in an academic tone as if reading from a college textbook.
2017,Love it!
2017,Have fun
2017,Love this
2017,Great break for a quick mental workout away from the daily demands. Very enjoyable!
2017,So far the only mind sharpening game that I honestly think works
2017,"Usually these kinds of apps/services spoon feed you information, but Brilliant makes you actually use your brain to figure out questions. As a maths major, their wiki pages are pretty in-depth and cover the same topics as some 400 level courses. Major props!"
2017,Everything I was looking for is compiled in this app.
2017,"I bet you'll never find so great couses on the internet. Tough topics simply explained with great illustrations ans examples.

Great for programmers or CS student or just people wanting to study these fields. Highly recommended."
2017,"Even when I can't figure out the answer, I always learn something by looking at the solutions! I'm a HS teacher and have all my students explore Brilliant!"
2017,Do it. It’s better than re-runs of ‘Friends.’
2017,"I like being able to do something meaningful on my phone when I have spare time, for a change!"
2017,My learning momentum is poised to reach escape velocity! 😃
2017,"I’m loving it so far, thanks for the creators!"
2017,Great brain test yo keep you on your toes!
2017,"Learning small amounts at a time. And, this app is a great help with that."
2017,Highly recommended to anyone who needs to develop his mental skills
2017,I wish I'd had this when I was in school.
2017,"The questions are hard, but open your mind up to topics you might not have had exposure to previously. The quiz format is fun because even if you get the answer wrong it challenges you to try harder to improve. I like that the solutions are discussed so you see how others think about it, but it would be helpful if there was a way of highlighting which of the proposed solutions discussed were correct without deterring participation."
2017,"I am a nerd in senior year of high school and loving this. It presents a constant source of problems. Except these problems I enjoy solving, so that's all right."
2017,"Great app, hurts my brain sometimes."
2017,Great app w/o being overboard
2017,"Hello, and I am very pleased with this and the original website. I am in 6th grade and soon to be in 7th. I attended the Academic Games League Of America Nationals tournament not to long ago and was satisfied with my scoring. I still think this app is helping me to improve every day and I very much enjoy it. I am hoping to attend college 1-3 years early but I do not know yet. Once again I would like to say thank you for making this app and that you did a great job on it. If I could I would give this 10 stars."
2017,A truly wonderful surprise and beneficial tool.
2017,"Brilliant is a great way to brush up on old ideas or learn something entirely new. I studied Math in undergrad, so returning to these concepts is fun and refreshing. Beginners will be hooked and experts may be surprised by some of the challenges!"
2017,I'm not as smart as I thought
2017,Excelente idea
2017,"Great app for testing and teaching. Great way to teach based on any level of understanding. Answer; Get it right and move on, or Get It wrong and get an explanation on the answer. 
Great explanations and graphics."
2017,"I am almost 30 and haven't done math or science in years, but this app is making me and my wife excited to do a little everyday."
2017,"So far. I'm only 3 questions in, but it's just like the questions in the web."
2017,Great for developing skills
2017,Having fun and learning.  Taking me back to my university days.
2017,Am enjoying it immensely.
2017,I've been working on getting back into math as part of my professional development but I don't have a lot of time. This app is perfect as long as you want to stick with it a little.
2017,Keeps me entertained. Keeps me sharp.
2017,This app is great to improve your abilities in many educational areas! 👍🏽
2017,Great App
2017,Best app ever!!!!
2017,This app is brilliant!!
2017,"Great app, highly recommended!"
2017,This is a good app. I really enjoy the information that it is giving.
2017,Refreshing to see something like this!
2017,I love the progressives quizzes and daily puzzles.  Started using them in my classroom as extra problems for students.
2017,Finally! An app that is challenging AND fun!
2017,This is fun and challenging!
2017,Love this app! Helps me prepare for my competitive exams!!!
2017,It's cool
2017,Great stimulation to think
2017,How great is to have a problem available to solve every time you need a puzzle!
2017,"It has good introductions for all STEM studies and it has really fun math problems. I'm working in the 100 days challenge now, I enjoy it."
2017,Makes complex concepts easy to understand.
2017,"This is an excellent service and concept, whether you're looking to improve your math fundamentals, start learning about math as a complete beginner, or sharpen your already honed quantitative abilities with problems of the highest order. Very excited to see what content is added to an already diverse and exciting base (including everything from Algebra 1 to Machine Learning). A much better way to learn this stuff than videos, regardless of where you're coming from."
2017,"The problems are always interesting, highlighting some curious mathematics. The courses make it easy to work your way up to advanced concepts that might otherwise be difficult to understand. I haven't used the app recently, but I wish you would make the 100 day challenge easier to find in the app."
2017,Great app
2017,Highly recommended.
2017,This is how school should be teaching!
2017,"Great job, I really enjoy the app. Please keep up the good work!"
2017,I am really enjoying the variety of the questions presented.
2017,"My elementary age son and I enjoy going through these problems. Just enough information to make things interesting, with other participants providing more in-depth, mathematical explanations so you can always find something at your level.

We are considering a subscription - will see once school begins."
2017,Challenging
2017,"My teens and I (and occasionally my 9yo when I can think of a way to simplify or make the problem hands-on for him) have been having a blast with Brilliant's 100 Day Summer Challenge. Some we've solved quickly, others have taken some thought, a few we've struggled for days, and a couple we're stymied by but determined to figure out before summer's end! Almost all have engendered discussion about the different ways each of has approached it. We love being able to read how others solved each problem as well."
2017,Lessons are well constructed and the interface is a pleasure to use
2017,Keeps you pondering for hours
2017,This app is fun and a good way for this grandmother to relearn some math from long ago.
2017,Started using this app to refresh my physics knowledge.... great so far.
2017,"Best entertaining app ever!!! Weekly puzzles, physics, math, everything!"
2017,"Shows how much you payed attention in school, if you studied and truly listened and learned it's easy. Keeps the mind sharp."
2017,Love it
2017,I look forward to this short quiz every day.
2017,This is a great app!
2017,😍😍😍👁👁
2017,I'm not so great at math and have rarely found textbooks that guided me comfortably though solutions. This app does. My only issue is that I don't have the time to fully utilize the subscription investment.
2017,This app really keeps the brain sharp.
2017,It's great. Helping me to relearn math after years away. Truly good for the brain.
2017,Very good app and I learn a lot from brilliant
2017,"The difficulty for perfectionists is that you cannot take the time to analyze every question in detail or recall all of the physics/math/engineering/chemistry necessary to ensure you have covered all the bases on a given question.  I gave up trying to be perfect and just went to the discussion to learn and relearn those details.  Highly recommended for students with more limited time to budget on a subject.  I also like the opportunity to actually spend some time thinking about problems and solutions.  The only thing I would like improved is the ability to enter the program and go to different sections.  I received a challenge in one subject and entered the software and it took me to the math questions I enjoy.  I could not find a way to get to the challenge that was a physical science problem.  I also so not find a way to save interesting problems/answers that I would like to ""bookmark"" ... especially from the coursework."
2017,"Good practice keeping my math mind sharp, even if I don't get them all correct"
2017,Brilliant way to pass the time and exercise your brains
2017,"Very well made, addicting, feels like brain is growing"
2017,Quick fix for the brain
2017,Amazing way to learn the hard stuff
2017,"Brilliant is a wonderful app that promotes deeper understanding of both simple and complex subjects. 

As a college STEM student, there isn't enough time to spend on fundamentally understanding every concept and learning the practical applications at the same time. Often, more emphasis is put on practical applications, which results in a lack of fundamental understanding later in life as I've experienced. Supplementing a STEM education with Brilliant has been an awesome experience and I always look forward to the weekly challenge problems!"
2018,Great at app for learning and practicing what you've learned
2018,SMD
2018,I have been looking for an app that keeps my intellect on its toes.  This app gives me the same excited feeling I had in my undergrad years as I studied and learned math and physics.  It’s great to once again work those muscles.  Thank you!
2018,Super fun and stimulating took. When failing to answer correctly- the explanation become so handy. I am getting better:) thanks!
2018,Perfect 👌
2018,Great way to brush up on math and statistics in your free time
2018,Push your mind to the limits!
2018,Great app
2018,Overall great app and better teaching method. I love it
2018,Really a ton of fun and a great way to spend a few minutes or more when you have a lull.
2018,"This is a very helpful way of learning, it makes you use your logic instead of just memorizing formulas. Math feels like fun with this app"
2018,😁😁😁
2018,Finally getting it!
2018,Great alternative to mindless social media!
2018,The free version makes me want to get the full version! It’s so fun and you learn/practice concept so well!
2018,I love it
2018,"Better app to make your brain think faster, wherever you are you can use it and optimize time with brilliant things."
2018,I love this!
2018,Thank you! This is helping me in so many ways!
2018,"Lots of free courses that you can take, the way they teach you is better than any school course you’ll ever take. I have no complaints, I would recommend it"
2018,"First three days I answer maybe 10% of questions correctly, now I’m answering 40%. Working on my skills for about four or five hours a day."
2018,"I started yesterday,this app is very practical,thank you so much!"
2018,"You can learn everything on this app and enjoy the time while you are waiting to n a line, in your car and more.

I recommend this app 100%"
2018,"It’s a great way to test yourself if you like independent study. It isn’t free but for people who already go to study groups and have tutors, this app will give you a quick reference tool right on your device."
2018,AXZ
2018,This app really allowed me to learn even without a premium membership. Thank you.
2018,Love the app
2018,Favio5
2018,This app has let me get insights on a subject before actually taking college credit for it !!
2018,"App works well, good substitute for when I’m not at my computer"
2018,"I want to describe in three words: impactful, clear, brain stimulator"
2018,"It’s great, I cannot afford the subscription right now, but I’ll definitely get it when I can. I recommend this app!"
2018,Love it!!!
2018,Awesome
2018,I’m someone with a curiosity level over 9000 and the Courses and Challenges the app offers are great.
2018,Good
2018,This app is very will made
2018,I love this app it has so many lessons and practice. The courses are guided in so much detail and it makes it a fun experience and an enjoyable one. But I feel like the biology course should be expanded a bit and that their should be a chemistry course to. But all the physics and calculus courses are great.
2018,Pretty much a great way to fill time! I love puzzles!
2018,Nice package and use of a right community!
2018,Awesome
2018,It’s a great app for learning and decoding the information of the universe.
2018,"I’m enjoying it so far, thank you."
2018,"Nicely done, indeed!"
2018,I feel like these activities are sharpening me up.
2018,This is excellent for anyone. Can’t find myself to put it down. Great job
2018,Worth the $
2018,I never thought I would enjoy doing math. This app turned the tables.
2018,"I’d like to preface this by saying I never review apps. Ever. On a whim, I downloaded this app to see what the fuss was all about. I’ve only spent maybe 20 minutes on it so far and I’m totally blown away. This is some quality educational content in a fantastic format unlike anything I’ve come across before. The material I went through just now was familiar to me from two classes I took in college: a psychology course on memory & cognition and an English course that focused on persuasive writing, mainly logic. Bachelor degree level content here! I’m truly so impressed and thrilled that this exists. 

I was so ready to jump on the premium train until I saw the payment options. The special price for the subscription to sign up right away is only if you pay for it annually, meaning a pretty big chunk of change all at once for something you haven’t gotten in the habit of even using yet. The other option is to pay monthly, except the monthly price is three times what the special would be if paid monthly. I know this might not be a problem for most people, but I’m an enthusiastic student who got sidelined by a sudden illness and subsequent disability that has prevented me from being able to go to school and finish my degree. I’ve been looking for something like this for the past two years to satisfy my hunger to learn without completely exhausting my body. Being on disability, I can’t front $100 for my subscription, but I can find a way to scrape up $8/month. For those of us who live from week to week, please make this more accessible!!"
2018,Love it!
2018,Really easy and straight forward
2018,Excellent
2018,This app challenges you to apply logic in a fun way.
2018,This program is designed with good content in a clear manner.
2018,Good for daily teaching routine
2018,"Been using this app for about a week, so far so good. I started out not knowing anything about computer algorithms, but now I feel I am well informed about the basics."
2018,"The only con is more content, but that is coming."
2018,The app it great I’m learning all this new stuff and things
2018,Just downloaded and it’s kept me busy and interested while keeping my mind going with great puzzles and questions. Highly recommend.
2018,Good
2018,"Amazing game! I am twelve but am so passionate about math and science, yet I had no idea where to look for a trusted place to learn. Brilliant is perfect get the app and go pro, amazing totally worth the money"
2018,Maybe a bit pricey but worth it if u are going to use it.
2018,Great app overall
2018,"Currently accelerated to a general relativity course, and the special relativity allowed me to survive!"
2018,"Great app! Really helpful and nice way to learn.  Greatest app, ever!!!!"
2018,Perfect app .
2018,It keeps you sharp.
2018,Love free stuff!
2018,"This app is great. I recently have started school again after being away for 12 years. I barely remember anything. I got this application and was immediately overwhelmed. After a few hours a lot of things started to click again. Truly amazing. 
Great application. I just wish it wasn’t so expensive."
2018,Fun app for playing games to sharpen your problem solving. It’s also a great means of practicing theoretical questions for Computer Science fundamentals.
2018,"I really enjoy the math and love that there’s a place to practice advanced math and science, this helps me in math competitions and quiz bowl, as well as being fun."
2018,"Brilliant does a nice job of pairing fun, thoughtful questions with your choice of subject. This is not a study guide, but instead a way to refresh or even learn concepts from scratch - all done at your own pace!"
2018,"This app helps you learn more about almost anything you’re interested in, from astrophysics to logic puzzles it literally has it all."
2018,One of the best app I downloaded so far.
2018,Cool
2018,Best interactive way of learning I’ve come across
2018,I learned about this program through YouTube The person on YouTube was said he wasn't learning anything in school he was renting in raving caught my attention.now I like this program because it emails me to do an activity. The program explains it The way it's set up makes it easier to use
2018,This is a great app to visit to build your skills! Thank you!
2018,Even without the premium you still get a general idea of the subject
2018,Real good.
2018,This game is the real deal. It will challenge you...!!!
2018,Fun!
2018,Brilliant is a wonderful app that you can use if your not getting it and it’s great for all ages including my 11 year old self enjoys learning algebra please use this to get this amazing app
2018,A fabulous educational app that provides me a true learning experience without a lot of fluff!
2018,Love it! It’s fun for people like me..
2018,"If you are curious about a math/science subject or need to brush up on the conceptual basics of a subject, Brilliant is great. They teach in a way that is easily digestible in the mind. This app works great, btw."
2018,This app provides a much more productive way to pass time than social media apps. 👍
2018,Love it!
2018,"I love to learn online. However, one problem I have with online learning is that I often do not retain the material and need to solve problems on my own to supplement. This is not the case with Brilliant, as their instruction method of using quizzes keeps me engaged and helps me retain the material much better than the videos and code samples I find on other platforms (such as Udemy). I wholeheartedly recommend the platform more to those looking for the best method to up their knowledge online.  

Thank you!"
2018,Good
2018,This is a great app with lots of cool stuff to learn
2018,Just what one needs to wake up to in the morning.
2018,Very good
2018,❤️
2018,Nice and very informative. Challenges your thinking and encourages learning process
2018,Creative ways to learn problem-solving strategies and content! Great exercise for the mind!
2018,"So far this app is educating, entertaining and challenging which is good for users of all ages."
2018,Is groot.
2018,Good summary
2018,Love it
2018,It’s wonderful!
2018,Great app! Exactly what I was looking for.
2018,I don’t get them all right but it DOES make me think!
2018,I like that I am learning math and it doesn’t feel like a chore.
2018,"Good app, lots of free content"
2018,I really enjoy this app! It's well thought out and even as a free user there's plenty of content to keep me occupied and challenged.
2018,It’s a great way to exercise my brain.
2018,Gc
2018,"Learning on my own, on my pace, and on my own time. Thank you."
2018,"Information is presented in a way that’s intuitive and logical, and the lessons are short enough that I don’t feel burnt out or overwhelmed."
2018,"They teach you to think outside of the box, it’s high quality and easy to understand. I really like brilliant and I recommend it."
2018,"Easy to use, smart ways of breaking things down so most anyone can understand it!"
2018,Love it
2018,"I’m skipping class but showing up on tests because of this, in calc 2 btw"
2018,Highly recommends.
2018,"This app is a lot of fun, it’s affordable, the games are simple and applicable to everyday life, and it’s really easy to use! Love this app! Keep learning!"
2018,A very clever way to learn and having fun at the same time
2018,Outstanding game
2018,"Thank you, Brilliant."
2018,Good fun
2018,This app allows me to see what a subject will be about. I can see if I enjoy it or hate it. Plus it is free! Love this app very helpful.
2018,"Really interesting app! The subjects are challenging and very interesting!

HIGHLY RECOMMEND!"
2018,Great content and app runs smooth
2018,So great!
2018,Thankful for this beautiful app and am so excited about new things that you could provide to me.
2018,#whatscollege
2018,Good
2018,Pretty neat.
2018,Wow
2018,This app certainly keeps my mind fresh!
2018,I am showing a student your product. She is a Science Olympiads and she is enjoying the various models.
2018,I love science/physics and they have a great section for those.
2018,"High quality content, challenging and fun"
2018,Cool
2018,I much prefer browsing this app to learn the contents of my class rather than sitting through lectore. Smh.
2018,It’s very entertaining and it builds the concepts gradually. After a few courses you will see a lot of difference in your learning.
2018,Never had so much fun in my life.
2018,Keeps my head sharp
2018,I like
2018,It’s got some interesting questions/tutorials.
2018,"Brilliant is well.. brilliant. It’s structured so well. I love the way the app works. I love learning and this app is convenient and very effective! Plethora of interesting and helpful subjects. If I had the time, I’d take every course. 

The community is great. Problems are entertaining and highly effective at teaching. I’ve had no issues with answers or questions being hard to understand. 

Seriously, keep it up brilliant. Your writers and quality control are doing great. Please continue being awesome."
2018,"I’ve only done the logic section so far, but it has been very rewarding solving the puzzles and learning concepts along the way.  I am looking forward to getting into the advanced math.  Well worth the money."
2018,Love this
2018,It wasn’t until Brilliant that I was able to enjoy learning about math. Brilliant breaks down difficult and abstract concepts and delivers them in a entertaining and easy to understand way.
2018,Moments of boredom have a cure!
2018,"The style of teaching is more of making you think and give answers. In this process I believe it’s expected that you will find some answers outside of the app by reading external material and sometimes building your own solution on paper or a computer.

This is not a spoon fed approach and I like this approach. Some others might not. Beware."
2018,Truly brilliant
2018,"Helped me learn to code in hours. Great tool to help you study, highly recommend this for all ages!"
2018,I’m having a great time doing the lessons and learning a ton of practical information.
2018,I wake up my brain daily with challenging problems.
2018,Yup
2018,"So far, I’ve only started Quantum Objects, but the learning style is right on track with how it should be taught — providing an intuition to interpret complex systems. There’s plenty of different learning styles, but I think Brilliant hits the nail on the head for many people who find it difficult to learn through lecture/text based courses."
2018,Great!!!!
2018,Brilliant IS brilliant.
2018,Me gusta
2018,Fun app
2018,Great way to stay on your mathematical toes.
2018,Love this app.
2018,Great idea and execution
2018,Best
2018,This helps me really think.
2018,Thinking is a necessity in life. Exercising the mind is as important as exercising the body.
2018,"Great app, interesting and challenging questions!"
2018,"The best ""brush up on your fundamentals"" app that I've used so far."
2018,Would recommend 10/10
2018,I’ve only had it a short time but I like it.
2018,Excellent app
2018,Fun!!!
2018,These questions make you think! Good training.
2018,"Fantastic, easy to use"
2018,Wish I spent more time on this app
2018,This is a great app to challenge the mind. Just what I was looking for. I haven’t needed to purchase anything yet but that could change my rating if it would become quite costly to look at the different solutions.
2018,Best app i ever seen it is full of info and make science more enjoyable.
2018,I love it but it’s fairly expensive.
2018,"Used properly and with some textbooks, this can turn any motivated person into an MIT grad."
2018,One of the best of this type
2018,"Brilliant means “an inspired idea,” and that’s exactly what Brilliant is. The whole point of the app is to learn how to solve problems; using principles of science, math, and logic, you’ll be guided through lessons on all sorts of fascinating concepts. Grasp probability! Learn about the cosmos! Solve the weekly problem set!

Best of all, Brilliant has a community full of brilliant minds who will help you understand solutions and why they work. If an answer doesn’t make sense, discuss the solution and see why it’s true. You never know what you’re going to learn!"
2018,Great!! Having a good time
2018,Seriously helpful study tool. Will use in the future as a supplement to class work.
2018,Keeps learning fun.
2018,"Now retired from a profession that generally used only basic math, I haven’t had to utilize higher level mathematical reasoning in many years.  I am absolutely enjoying Brilliant’s problem-solving quizzes, even though it sometimes takes me a while to figure them out and I make mistakes.  The challenges are fun — if a bit frustrating — and more gratifying than some mindless activity.  I definitely recommend Brilliant to anyone who wants to keep her/his mind active... especially retirees!"
2018,"Initially i had an issue because i was charged for the entire year thinking it was a month to month payment option. I reached out to apple and they helped me out. Also, represtatives got back to me and explained the cause of the issue. 
The app is amazing and i catch myself on it for hour at times due to the variety of courses. Great app guys. I would love to see interactive functions in the future."
2018,Want to learn to think “mathemtically” rather than just learn rules? This site is for you
2018,Enjoyable way to solve math problems. The community discussion of each quiz provides different perspectives.
2018,Yes
2018,Use it daily
2018,This is a really great app. I have had it for almost a year now and have had no problems with it so far!
2018,Really good app
2018,"I usually don’t write reviews, but this game / logic based app has blown my mind. I may not play it everyday, but when I do play it, I never have difficulties finding what puzzle / problem I want to solve. The puzzles are in-depth (for some) and some of the problems have math to back it up. This is the best logic game / app I have seen yet! Thank you developers for making such an amazing game!!!"
2018,So far it’s going well!
2018,I have been looking for a good app to lean some extra stuff for ages. School makes learning things a little bold so I’m glad I had heard of brilliant
2018,Really nice ui
2018,Wonderful
2018,Very convenient app containing many different subjects. I really enjoy their approach to calculus and computer science.
2018,"I love this app.  It’s a lot of fun, with interesting and challenging problems every day.  Great for stimulating my neural pathways!"
2018,The person who is writing this (not the person who owns the account) is in sixth grade and I'm about to go to seventh and I was denied the advanced class. The regular class is so boring and I really wanted something interesting. That's exactly what I got! And when I get the answer wrong I can see what I did and take notes. Love it!
2018,Excellent learning platform.
2018,It’s very humbling to see all of the incredibly brilliant people on this app. Makes you realize that you’re not as smart as you think
2018,"BRILLIANT! ... what I thought I know .. I don’t ., I can learn soo much from this app... thank you!!!"
2018,Educational outstanding
2018,Entertaining and educational
2018,"At 78 I need mind scratching of the type Brilliant provides. Most of my mistakes are caused by my too quick [and wrong] “solutions”. When I get tired of seeing “Incorrect”, I will spend more time getting to “Correct”. Thank you for not forgetting to challenge me! I need it and I appreciate it!"
2018,"This is a great app to sharpen your mind and skills, you should try it."
2018,It’s great site for any hobbyist mathematician
2018,"The creators of this program really did their homework! The approach this program takes makes it really easy to understand and remember making it a great tool to reinforce your math cores. 

Thank you very much for this!"
2018,"This is great fun, but the monthly price is a bit steep."
2018,I learned a lot!
2018,The app is brilliant
2018,A fantastic app that is great for increasing your S.T.E.M. Knowledge
2018,It’s really nice
2018,This is communist propaganda
2018,Very great app if you are bored and you want to test your knowledge. I love astronomy and the physics that go into it so this was a great app for me.
2018,Yes the premium tier is worth it. Teaches a lot.
2018,Amazing app!
2018,Very great
2018,"I'm a theoretical physicists. I'm surprised to find a tool for broadening my horizons in fields I'm not familiar. The material is introductory, but not lacking in sophistication. You can learn topics, like group theory, with simple ease. Then transfer to more rigorous materials, like text books. In this way, it is an excellent way to get over the initial barrier to learning an interesting topic."
2018,"I only have the free membership, but still, the weekly challenges are a fun and effective boost for my problem solving skills."
2018,Info is solid
2018,I greatly enjoy this app!
2018,"Just started, but I am enjoying this app."
2018,"Great idea, great community"
2018,Definitely worth it!!
2018,"If you like math, get this"
2018,I have used a number of this material to engage my students and keep them sharp.
2018,I really enjoy the puzzles and interactive learning!
2018,"The app holds a huge variety of questions in all different areas of Math and Physics. By the challenges of the week, it’s possible to learn and practice your skills. Some parts of the app are free, but some demand a subscription; which I don’t do."
2018,"It is comprehensive, simple, and worth the premium membership."
2018,You learn something new everyday
2018,This is a rare app that actually grows my human experience. Thank you
2018,This app is one of my favorites!!! The physics and logic puzzles are excellent. Please keep adding more puzzles!!! (Specifically complicated physics puzzles!)
2018,👨‍🎓learn a lot
2018,I’m loving the challenges and the interface!
2018,Better by far than a silly game!
2018,I really enjoyed this app. It gives you great problems daily and helps your math and science immensely
2018,"I went in to their probability course with a very low knowledge of probability math and intuition. Afterwards, I came out of it with a very extensive knowledge of probability. Brilliant’s teaching style is wonderful and fun, and I hope to learn more!"
2018,I did this just because it's so useful and good.
2018,Awesome gift for someone who likes to geek out and learn. Excited to get premium this summer!
2018,Both intellectually stimulating and explanatory with an exhaustive library of topics.
2018,5 stars
2018,"This app presents continuous challenges on many science topics, if you want to gradually make progress on your learning and satisfy your curiosity this is the way to go!"
2018,So far so good. I look forward to spending more time poking around
2018,"Before I got brilliant, a lot of yt channels and my father recommended it and it was awesome! It chops problems into bite sized bits and coming up with a solution to it"
2018,Ye
2018,Super stimulating and nicely put together
2018,"It has a great interface and challenges you to think. If you can't solve the problem, then you can see how it can be solved. Feel good when you solve a problem and learn something new when you don't."
2018,title says it all baby. shoutout young thug and travis Scott
